Entreprise,Date,Département,TypeTransaction,TypeDépense,Montant,DepartementID,Responsable,Client_Fournisseur,Projet,Année,Mois,Trimestre,YearMonth,AnnéeFiscale,JourSemaine,Montant_Signe,Semaine,JourAnnée
Tunisie Telecom,2025-03-02,Ressources Humaines,Dépense,Avantages,13555.279,DEPT005,Salma Jaziri,Cabinet_Audit_TN,Maintenance_Véhicules,2025,3,1,2025-03,2025,Sunday,-13555.279,9,61
Tunisie Telecom,2025-08-23,Ressources Humaines,Dépense,Salaires,13613.172,DEPT005,Hanen Gharbi,Agence_Digital_TN,Formation_Management,2025,8,3,2025-08,2025,Saturday,-13613.172,34,235
Tunisie Telecom,2025-01-20,Logistique,Dépense,Carburant,15458.769,DEPT008,Mouna Ben Salem,ISG_Tunis,Matériel_Emballage,2025,1,1,2025-01,2025,Monday,-15458.769,4,20
Tunisie Telecom,2025-11-02,Production,Dépense,Maintenance,14683.97,DEPT003,Rania Jaziri,Azure_Tunisie,Création_Graphique,2025,11,4,2025-11,2025,Sunday,-14683.97,44,306
Tunisie Telecom,2023-12-19,Ventes,Dépense,Formation,10236.198,DEPT001,Aicha Lahmar,Cisco_Tunisie,Formation_Employés,2023,12,4,2023-12,2023,Tuesday,-10236.198,51,353
Tunisie Telecom,2025-07-09,Marketing,Revenu,N/A,48122.224,DEPT002,Tarek Lahmar,BH Bank,Commissions_Q2,2025,7,3,2025-07,2025,Wednesday,48122.224,28,190
Tunisie Telecom,2025-05-10,Marketing,Revenu,N/A,30009.987,DEPT002,Sonia Ben Ali,Tunisair,Projet_Logistique_2023,2025,5,2,2025-05,2025,Saturday,30009.987,19,130
Tunisie Telecom,2024-04-26,Production,Dépense,Énergie,10562.706,DEPT003,Anis Oueslati,Cabinet_Consulting_TN,Cotisations_Sociales,2024,4,2,2024-04,2024,Friday,-10562.706,17,117
Tunisie Telecom,2024-02-19,IT,Dépense,Matériel,4695.913,DEPT006,Leila Masmoudi,Cabinet_Consulting_TN,Maintenance_Réseau,2024,2,1,2024-02,2024,Monday,-4695.913,8,50
Tunisie Telecom,2025-04-12,R&D,Dépense,Brevets,8132.578,DEPT004,Anis Gharbi,ISG_Tunis,Transport_Express,2025,4,2,2025-04,2025,Saturday,-8132.578,15,102
Tunisie Telecom,2025-12-27,IT,Dépense,Logiciels,16039.959,DEPT006,Imen Ben Amor,Entrepôt_TN_Sud,Innovation_5G,2025,12,4,2025-12,2025,Saturday,-16039.959,52,361
Tunisie Telecom,2023-08-06,Production,Revenu,N/A,66280.942,DEPT003,Slim Nciri,Huawei Tunisie,Audit_Externe,2023,8,3,2023-08,2023,Sunday,66280.942,31,218
Tunisie Telecom,2023-10-05,Ressources Humaines,Revenu,N/A,40528.835,DEPT005,Mohamed Sassi,BIAT,Services_Financiers,2023,10,4,2023-10,2023,Thursday,40528.835,40,278
Tunisie Telecom,2025-09-04,Ventes,Dépense,Matériel,8492.53,DEPT001,Mouna Lahmar,Facebook_Ads_TN,Projet_Digitalisation,2025,9,3,2025-09,2025,Thursday,-8492.53,36,247
Tunisie Telecom,2025-07-07,Production,Dépense,Transport,15392.47,DEPT003,Zied Zouari,Microsoft_Tunisie,Formation_Employés,2025,7,3,2025-07,2025,Monday,-15392.47,28,188
Tunisie Telecom,2023-12-09,Production,Revenu,N/A,26086.602,DEPT003,Marwen Rezgui,Orange Tunisie,Matériel_Emballage,2023,12,4,2023-12,2023,Saturday,26086.602,49,343
Tunisie Telecom,2024-09-29,Marketing,Revenu,N/A,55632.058,DEPT002,Faten Mansouri,Zitouna Bank,Matériel_Emballage,2024,9,3,2024-09,2024,Sunday,55632.058,39,273
Tunisie Telecom,2025-01-11,R&D,Dépense,Équipement,667.648,DEPT004,Zied Oueslati,CNSS,Migration_Cloud,2025,1,1,2025-01,2025,Saturday,-667.648,2,11
Tunisie Telecom,2025-05-31,Ventes,Revenu,N/A,46681.236,DEPT001,Imen Nciri,Huawei Tunisie,Maintenance_Véhicules,2025,5,2,2025-05,2025,Saturday,46681.236,22,151
Tunisie Telecom,2023-12-30,Finance,Dépense,Audit,21947.211,DEPT007,Rami Jaziri,Total_Tunisie,Cotisations_Sociales,2023,12,4,2023-12,2023,Saturday,-21947.211,52,364
Tunisie Telecom,2023-01-07,Marketing,Dépense,Digital,21555.449,DEPT002,Henda Gharbi,Azure_Tunisie,Cotisations_Sociales,2023,1,1,2023-01,2023,Saturday,-21555.449,1,7
Tunisie Telecom,2024-10-26,Finance,Dépense,Fournitures,1352.456,DEPT007,Marwen Trabelsi,Laboratoire_Télécom_TN,Formation_Management,2024,10,4,2024-10,2024,Saturday,-1352.456,43,300
Tunisie Telecom,2025-04-24,Marketing,Dépense,Événements,11045.505,DEPT002,Marwa Ben Salem,Laboratoire_Télécom_TN,Campagne_4G_2023,2025,4,2,2025-04,2025,Thursday,-11045.505,17,114
Tunisie Telecom,2025-08-19,IT,Dépense,Matériel,19805.003,DEPT006,Henda Gharbi,Deloitte_Tunisie,Support_Technique,2025,8,3,2025-08,2025,Tuesday,-19805.003,34,231
Tunisie Telecom,2023-09-18,Ressources Humaines,Dépense,Événements internes,15537.269,DEPT005,Salma Ben Ali,INNORPI,Commissions_Q2,2023,9,3,2023-09,2023,Monday,-15537.269,38,261
Tunisie Telecom,2025-02-19,R&D,Dépense,Tests,3189.769,DEPT004,Imen Gharbi,AWS_Tunisie,Recherche_5G,2025,2,1,2025-02,2025,Wednesday,-3189.769,8,50
Tunisie Telecom,2024-07-28,Finance,Revenu,N/A,32032.206,DEPT007,Rami Ben Amor,Amen Bank,Extension_Réseau,2024,7,3,2024-07,2024,Sunday,32032.206,30,210
Tunisie Telecom,2024-01-16,Production,Dépense,Énergie,16289.745,DEPT003,Ali Oueslati,Université_Mannouba,Projet_Digitalisation,2024,1,1,2024-01,2024,Tuesday,-16289.745,3,16
Tunisie Telecom,2024-10-27,Ressources Humaines,Dépense,Avantages,19260.546,DEPT005,Ali Karray,Agence_Events_TN,Services_Financiers,2024,10,4,2024-10,2024,Sunday,-19260.546,43,301
Tunisie Telecom,2023-09-24,IT,Dépense,Logiciels,1887.319,DEPT006,Marwa Jaziri,Fournisseur_Câbles_TN,Partenariat_Recherche,2023,9,3,2023-09,2023,Sunday,-1887.319,38,267
Tunisie Telecom,2024-06-05,Ressources Humaines,Revenu,N/A,30125.538,DEPT005,Rami Tlili,Huawei Tunisie,Déploiement_Réseau,2024,6,2,2024-06,2024,Wednesday,30125.538,23,157
Tunisie Telecom,2023-04-21,Ressources Humaines,Revenu,N/A,77223.759,DEPT005,Youssef Jebali,Orange Tunisie,Maintenance_Véhicules,2023,4,2,2023-04,2023,Friday,77223.759,16,111
Tunisie Telecom,2024-12-18,Logistique,Dépense,Emballage,11002.871,DEPT008,Asma Nciri,Bureau_Plus_TN,Maintenance_Réseau,2024,12,4,2024-12,2024,Wednesday,-11002.871,51,353
Tunisie Telecom,2023-01-24,R&D,Revenu,N/A,52175.607,DEPT004,Asma Saidi,La Poste Tunisienne,Partenariat_R&D,2023,1,1,2023-01,2023,Tuesday,52175.607,4,24
Tunisie Telecom,2023-02-13,Finance,Dépense,Fournitures,13081.852,DEPT007,Sana Guesmi,HP_Tunisie,Matériel_Emballage,2023,2,1,2023-02,2023,Monday,-13081.852,7,44
Tunisie Telecom,2024-01-31,Ressources Humaines,Dépense,Avantages,22284.635,DEPT005,Hedi Guesmi,Transporteur_TN_1,Migration_Cloud,2024,1,1,2024-01,2024,Wednesday,-22284.635,5,31
Tunisie Telecom,2023-02-06,Finance,Revenu,N/A,12125.471,DEPT007,Ali Tlili,STB,Développement_App,2023,2,1,2023-02,2023,Monday,12125.471,6,37
Tunisie Telecom,2024-05-23,Ressources Humaines,Dépense,Recrutement,19397.757,DEPT005,Rania Rezgui,Kaspersky_TN,Projet_Fibre_2023,2024,5,2,2024-05,2024,Thursday,-19397.757,21,144
Tunisie Telecom,2025-12-23,Logistique,Dépense,Emballage,15313.953,DEPT008,Mohamed Bouaziz,Employés_TT,Formation_Management,2025,12,4,2025-12,2025,Tuesday,-15313.953,52,357
Tunisie Telecom,2025-10-19,Ventes,Revenu,N/A,45409.321,DEPT001,Hedi Ferchichi,Amen Bank,Services_Financiers,2025,10,4,2025-10,2025,Sunday,45409.321,42,292
Tunisie Telecom,2025-02-21,Finance,Revenu,N/A,22495.31,DEPT007,Tarek Mansouri,Libyana,Serveurs_Infrastructure,2025,2,1,2025-02,2025,Friday,22495.31,8,52
Tunisie Telecom,2025-01-11,Production,Dépense,Matières premières,23092.251,DEPT003,Hanen Oueslati,Total_Tunisie,Cotisations_Sociales,2025,1,1,2025-01,2025,Saturday,-23092.251,2,11
Tunisie Telecom,2025-08-15,Ventes,Dépense,Commissions,16524.018,DEPT001,Rania Rezgui,HP_Tunisie,Services_Financiers,2025,8,3,2025-08,2025,Friday,-16524.018,33,227
Tunisie Telecom,2023-12-08,Production,Dépense,Main d'œuvre,16033.34,DEPT003,Yasmine Trabelsi,Centre_Etudes_Telecom,Infrastructure_Télécom,2023,12,4,2023-12,2023,Friday,-16033.34,49,342
Tunisie Telecom,2023-06-06,R&D,Dépense,Tests,21781.182,DEPT004,Zied Jaziri,ISG_Tunis,Serveurs_Infrastructure,2023,6,2,2023-06,2023,Tuesday,-21781.182,23,157
Tunisie Telecom,2024-05-25,Logistique,Revenu,N/A,69036.922,DEPT008,Khaled Masmoudi,Ministère TIC,Transport_Équipement,2024,5,2,2024-05,2024,Saturday,69036.922,21,146
Tunisie Telecom,2024-08-25,Finance,Dépense,Conseil,18061.953,DEPT007,Sonia Bouaziz,Facebook_Ads_TN,Campagne_Marketing_Eté,2024,8,3,2024-08,2024,Sunday,-18061.953,34,238
Tunisie Telecom,2023-06-10,Finance,Revenu,N/A,40405.897,DEPT007,Youssef Oueslati,Tunisair,Support_Technique,2023,6,2,2023-06,2023,Saturday,40405.897,23,161
Tunisie Telecom,2024-05-20,Finance,Revenu,N/A,39810.796,DEPT007,Sirine Guesmi,BIAT,Formation_Management,2024,5,2,2024-05,2024,Monday,39810.796,21,141
Tunisie Telecom,2024-06-08,Ventes,Dépense,Formation,5682.235,DEPT001,Mohamed Mansouri,Agence_Créative_TN,Campagne_Marketing_Eté,2024,6,2,2024-06,2024,Saturday,-5682.235,23,160
Tunisie Telecom,2024-06-09,Production,Dépense,Main d'œuvre,17291.716,DEPT003,Imen Bouaziz,Employés_TT,Serveurs_Infrastructure,2024,6,2,2024-06,2024,Sunday,-17291.716,23,161
Tunisie Telecom,2023-04-22,IT,Revenu,N/A,49940.638,DEPT006,Fatma Mansouri,Ooredoo Tunisie,Support_Technique,2023,4,2,2023-04,2023,Saturday,49940.638,16,112
Tunisie Telecom,2025-05-08,Ventes,Dépense,Événements,8359.44,DEPT001,Marwa Sassi,Agence_Digital_TN,Transport_Équipement,2025,5,2,2025-05,2025,Thursday,-8359.44,19,128
Tunisie Telecom,2024-02-18,Logistique,Revenu,N/A,48359.839,DEPT008,Rania Masmoudi,Zitouna Bank,Projet_Entreprise_2023,2024,2,1,2024-02,2024,Sunday,48359.839,7,49
Tunisie Telecom,2025-01-02,Finance,Revenu,N/A,71152.657,DEPT007,Hanen Tlili,Amen Bank,Formation_Management,2025,1,1,2025-01,2025,Thursday,71152.657,1,2
Tunisie Telecom,2024-10-15,Logistique,Revenu,N/A,35006.01,DEPT008,Sana Rezgui,BH Bank,Salaires_Janvier,2024,10,4,2024-10,2024,Tuesday,35006.01,42,289
Tunisie Telecom,2023-03-31,Logistique,Dépense,Emballage,12335.245,DEPT008,Amine Guesmi,McKinsey_Tunisie,Transport_Express,2023,3,1,2023-03,2023,Friday,-12335.245,13,90
Tunisie Telecom,2024-07-23,Ventes,Dépense,Déplacements,19907.222,DEPT001,Leila Karray,Ericsson_Services,Logistique_Courrier,2024,7,3,2024-07,2024,Tuesday,-19907.222,30,205
Tunisie Telecom,2023-12-18,IT,Revenu,N/A,44265.953,DEPT006,Mohamed Masmoudi,Attijari Bank,Matériel_Emballage,2023,12,4,2023-12,2023,Monday,44265.953,51,352
Tunisie Telecom,2024-02-15,IT,Dépense,Logiciels,18933.002,DEPT006,Nader Dahmani,Azure_Tunisie,Campagne_Digitale_Q4,2024,2,1,2024-02,2024,Thursday,-18933.002,7,46
Tunisie Telecom,2025-12-05,Finance,Dépense,Logiciels,11233.866,DEPT007,Nadia Ferchichi,Total_Tunisie,Sécurité_Informatique,2025,12,4,2025-12,2025,Friday,-11233.866,49,339
Tunisie Telecom,2023-12-28,Finance,Revenu,N/A,24767.447,DEPT007,Aymen Bouaziz,BH Bank,Protection_IP,2023,12,4,2023-12,2023,Thursday,24767.447,52,362
Tunisie Telecom,2024-05-05,Logistique,Revenu,N/A,16869.634,DEPT008,Sana Tlili,Ooredoo Tunisie,Projet_Digitalisation,2024,5,2,2024-05,2024,Sunday,16869.634,18,126
Tunisie Telecom,2023-03-06,Marketing,Revenu,N/A,39114.47,DEPT002,Aicha Nciri,Nokia Tunisie,Services_Financiers,2023,3,1,2023-03,2023,Monday,39114.47,10,65
Tunisie Telecom,2025-08-25,Logistique,Dépense,Maintenance,17886.311,DEPT008,Amine Mansouri,Fournisseur_Fibre_Optique,Campagne_Digitale_Q4,2025,8,3,2025-08,2025,Monday,-17886.311,35,237
Tunisie Telecom,2024-11-28,Finance,Dépense,Audit,14552.997,DEPT007,Hedi Ben Amor,Ericsson_Services,Tests_Equipement,2024,11,4,2024-11,2024,Thursday,-14552.997,48,333
Tunisie Telecom,2024-09-30,Ventes,Dépense,Formation,13262.211,DEPT001,Nadia Karray,Dell_Tunisie,Recherche_5G,2024,9,3,2024-09,2024,Monday,-13262.211,40,274
Tunisie Telecom,2023-01-09,IT,Revenu,N/A,27234.545,DEPT006,Tarek Ben Salem,Nokia Tunisie,Tests_Equipement,2023,1,1,2023-01,2023,Monday,27234.545,2,9
Tunisie Telecom,2023-07-09,Ressources Humaines,Dépense,Salaires,5504.203,DEPT005,Mohamed Mansouri,Université_Mannouba,Services_Cloud,2023,7,3,2023-07,2023,Sunday,-5504.203,27,190
Tunisie Telecom,2024-10-27,Finance,Dépense,Formation,14324.183,DEPT007,Zied Tlili,Employés_TT,Séminaire_Entreprise,2024,10,4,2024-10,2024,Sunday,-14324.183,43,301
Tunisie Telecom,2025-04-11,IT,Revenu,N/A,18771.921,DEPT006,Rami Mansouri,Tunisair,Logistique_Courrier,2025,4,2,2025-04,2025,Friday,18771.921,15,101
Tunisie Telecom,2023-03-27,R&D,Revenu,N/A,35075.462,DEPT004,Sirine Lahmar,Maroc Telecom,Cotisations_Sociales,2023,3,1,2023-03,2023,Monday,35075.462,13,86
Tunisie Telecom,2025-12-17,Marketing,Dépense,Publicité,4021.685,DEPT002,Sana Dahmani,Helpdesk_TN,Logistique_Courrier,2025,12,4,2025-12,2025,Wednesday,-4021.685,51,351
Tunisie Telecom,2025-10-17,IT,Dépense,Matériel,21148.356,DEPT006,Ahmed Lahmar,Carton_Tunisie,Migration_Cloud,2025,10,4,2025-10,2025,Friday,-21148.356,42,290
Tunisie Telecom,2023-07-25,Logistique,Dépense,Maintenance,22519.896,DEPT008,Asma Lahmar,Transporteur_Logistique,Fournitures_Bureau,2023,7,3,2023-07,2023,Tuesday,-22519.896,30,206
Tunisie Telecom,2023-01-14,Finance,Dépense,Audit,20692.898,DEPT007,Aicha Mejri,Centre_Formation_TN,Projet_Entreprise_2023,2023,1,1,2023-01,2023,Saturday,-20692.898,2,14
Tunisie Telecom,2024-07-30,Logistique,Revenu,N/A,27238.755,DEPT008,Karim Lahmar,BH Bank,Projet_Digitalisation,2024,7,3,2024-07,2024,Tuesday,27238.755,31,212
Tunisie Telecom,2023-12-02,IT,Revenu,N/A,72317.758,DEPT006,Sonia Mejri,Orange Tunisie,Matériel_Emballage,2023,12,4,2023-12,2023,Saturday,72317.758,48,336
Tunisie Telecom,2023-08-15,R&D,Revenu,N/A,58478.214,DEPT004,Mouna Oueslati,Tunisair,Migration_Cloud,2023,8,3,2023-08,2023,Tuesday,58478.214,33,227
Tunisie Telecom,2025-05-10,Production,Dépense,Maintenance,5365.745,DEPT003,Sana Masmoudi,Deloitte_Tunisie,Services_Cloud,2025,5,2,2025-05,2025,Saturday,-5365.745,19,130
Tunisie Telecom,2025-07-07,Ventes,Revenu,N/A,14726.576,DEPT001,Tarek Karray,Zitouna Bank,Déploiement_Réseau,2025,7,3,2025-07,2025,Monday,14726.576,28,188
Tunisie Telecom,2023-07-18,Ressources Humaines,Dépense,Événements internes,22852.456,DEPT005,Ali Oueslati,SOTRAME,Services_Financiers,2023,7,3,2023-07,2023,Tuesday,-22852.456,29,199
Tunisie Telecom,2023-09-12,Marketing,Revenu,N/A,45490.002,DEPT002,Yasmine Oueslati,STB,Matériel_Bureau,2023,9,3,2023-09,2023,Tuesday,45490.002,37,255
Tunisie Telecom,2024-02-15,Marketing,Dépense,Digital,11525.258,DEPT002,Sami Tlili,Fournisseur_Fibre_Optique,Projet_Logistique_2023,2024,2,1,2024-02,2024,Thursday,-11525.258,7,46
Tunisie Telecom,2024-12-03,IT,Revenu,N/A,45620.062,DEPT006,Aymen Bouaziz,Nokia Tunisie,Contrat_International,2024,12,4,2024-12,2024,Tuesday,45620.062,49,338
Tunisie Telecom,2025-10-27,R&D,Revenu,N/A,66714.979,DEPT004,Marwa Kchaou,BH Bank,Projet_Logistique_2023,2025,10,4,2025-10,2025,Monday,66714.979,44,300
Tunisie Telecom,2023-05-09,Production,Revenu,N/A,40144.91,DEPT003,Karim Oueslati,STB,Audit_Externe,2023,5,2,2023-05,2023,Tuesday,40144.91,19,129
Tunisie Telecom,2024-09-04,Marketing,Dépense,Digital,14108.469,DEPT002,Khadija Zouari,Palais_Congrès_TN,Campagne_Digitale_Q4,2024,9,3,2024-09,2024,Wednesday,-14108.469,36,248
Tunisie Telecom,2025-05-23,IT,Dépense,Support,16169.565,DEPT006,Nader Tlili,Entrepôt_TN_Sud,Création_Graphique,2025,5,2,2025-05,2025,Friday,-16169.565,21,143
Tunisie Telecom,2024-08-10,Finance,Dépense,Conseil,12224.099,DEPT007,Leila Ben Ali,Deloitte_Tunisie,Matériel_Bureau,2024,8,3,2024-08,2024,Saturday,-12224.099,32,223
Tunisie Telecom,2025-08-16,Ressources Humaines,Revenu,N/A,19648.218,DEPT005,Amine Lahmar,Maroc Telecom,Maintenance_Véhicules,2025,8,3,2025-08,2025,Saturday,19648.218,33,228
Tunisie Telecom,2025-04-25,Logistique,Revenu,N/A,61389.046,DEPT008,Amel Rezgui,Orange Tunisie,Projet_Entreprise_2023,2025,4,2,2025-04,2025,Friday,61389.046,17,115
Tunisie Telecom,2024-08-09,Ressources Humaines,Revenu,N/A,14178.035,DEPT005,Amel Guesmi,Ericsson Tunisie,Protection_IP,2024,8,3,2024-08,2024,Friday,14178.035,32,222
Tunisie Telecom,2025-02-01,R&D,Dépense,Développement,23782.048,DEPT004,Khaled Tlili,Fournisseur_Câbles_TN,Campagne_Digitale_Q4,2025,2,1,2025-02,2025,Saturday,-23782.048,5,32
Tunisie Telecom,2024-05-09,R&D,Dépense,Tests,16279.74,DEPT004,Imen Ben Ali,Ericsson_Services,Campagne_Digitale_Q4,2024,5,2,2024-05,2024,Thursday,-16279.74,19,130
Tunisie Telecom,2025-03-06,Logistique,Dépense,Transport,17577.271,DEPT008,Imen Mejri,SSII_Tunisie,Migration_Cloud,2025,3,1,2025-03,2025,Thursday,-17577.271,10,65
Tunisie Telecom,2023-12-31,Logistique,Dépense,Maintenance,5120.473,DEPT008,Amel Masmoudi,Azure_Tunisie,Logistique_Industrielle,2023,12,4,2023-12,2023,Sunday,-5120.473,52,365
Tunisie Telecom,2025-10-22,Logistique,Revenu,N/A,56736.417,DEPT008,Ahmed Saidi,Huawei Tunisie,Salaires_Janvier,2025,10,4,2025-10,2025,Wednesday,56736.417,43,295
Tunisie Telecom,2023-03-21,Marketing,Dépense,Design,21427.836,DEPT002,Henda Masmoudi,Hotel_Lac_Tunis,Audit_Externe,2023,3,1,2023-03,2023,Tuesday,-21427.836,12,80
Tunisie Telecom,2024-08-21,Ventes,Revenu,N/A,7150.858,DEPT001,Marwen Lahmar,Attijari Bank,Logistique_Courrier,2024,8,3,2024-08,2024,Wednesday,7150.858,34,234
Tunisie Telecom,2025-11-23,Ressources Humaines,Dépense,Événements internes,18499.885,DEPT005,Zied Karray,Helpdesk_TN,Matériel_Bureau,2025,11,4,2025-11,2025,Sunday,-18499.885,47,327
Tunisie Telecom,2024-08-21,Production,Revenu,N/A,55680.632,DEPT003,Nadia Masmoudi,Ooredoo Tunisie,Migration_Cloud,2024,8,3,2024-08,2024,Wednesday,55680.632,34,234
Tunisie Telecom,2023-05-21,Finance,Dépense,Logiciels,23473.758,DEPT007,Amel Zouari,Agence_Pub_Media,Commissions_Q2,2023,5,2,2023-05,2023,Sunday,-23473.758,20,141
Tunisie Telecom,2025-07-02,R&D,Dépense,Tests,9014.066,DEPT004,Mouna Tlili,Agence_Marketing_TN,Développement_App,2025,7,3,2025-07,2025,Wednesday,-9014.066,27,183
Tunisie Telecom,2025-04-19,Finance,Revenu,N/A,40836.878,DEPT007,Karim Chaabane,Maroc Telecom,Campagne_Digitale_Q4,2025,4,2,2025-04,2025,Saturday,40836.878,16,109
Tunisie Telecom,2024-06-27,Ressources Humaines,Revenu,N/A,37189.503,DEPT005,Sirine Ben Amor,Nokia Tunisie,Serveurs_Infrastructure,2024,6,2,2024-06,2024,Thursday,37189.503,26,179
Tunisie Telecom,2023-07-21,Ventes,Dépense,Matériel,11363.276,DEPT001,Mouna Kchaou,Fournisseur_Câbles_TN,Transformation_Digitale,2023,7,3,2023-07,2023,Friday,-11363.276,29,202
Tunisie Telecom,2025-11-27,Marketing,Revenu,N/A,25357.14,DEPT002,Youssef Bouaziz,Maroc Telecom,Partenariat_Recherche,2025,11,4,2025-11,2025,Thursday,25357.14,48,331
Tunisie Telecom,2024-05-16,Production,Dépense,Matières premières,20135.043,DEPT003,Sami Hammami,Microsoft_Tunisie,Développement_App,2024,5,2,2024-05,2024,Thursday,-20135.043,20,137
Tunisie Telecom,2025-05-07,Ventes,Dépense,Événements,9390.624,DEPT001,Zied Ben Amor,Dell_Tunisie,Cotisations_Sociales,2025,5,2,2025-05,2025,Wednesday,-9390.624,19,127
Tunisie Telecom,2024-10-11,IT,Dépense,Sécurité,19187.801,DEPT006,Khaled Ben Ali,STEG,Service_Bancaire_2023,2024,10,4,2024-10,2024,Friday,-19187.801,41,285
Tunisie Telecom,2025-07-03,R&D,Revenu,N/A,51802.432,DEPT004,Omar Chaabane,Ministère TIC,Audit_Annuel_2023,2025,7,3,2025-07,2025,Thursday,51802.432,27,184
Tunisie Telecom,2024-01-09,Ventes,Dépense,Formation,11739.144,DEPT001,Marwen Kchaou,Hotel_Lac_Tunis,Création_Graphique,2024,1,1,2024-01,2024,Tuesday,-11739.144,2,9
Tunisie Telecom,2023-11-19,R&D,Revenu,N/A,9674.176,DEPT004,Youssef Nciri,La Poste Tunisienne,Services_Titres,2023,11,4,2023-11,2023,Sunday,9674.176,46,323
Tunisie Telecom,2025-05-17,Finance,Revenu,N/A,57794.879,DEPT007,Fatma Karray,Ooredoo Tunisie,Services_Cloud,2025,5,2,2025-05,2025,Saturday,57794.879,20,137
Tunisie Telecom,2025-03-12,Finance,Revenu,N/A,17934.093,DEPT007,Hedi Saidi,La Poste Tunisienne,Services_Financiers,2025,3,1,2025-03,2025,Wednesday,17934.093,11,71
Tunisie Telecom,2023-07-03,Ressources Humaines,Revenu,N/A,70206.1,DEPT005,Aymen Sassi,Carthage_Cement,Salon_Tech,2023,7,3,2023-07,2023,Monday,70206.1,27,184
Tunisie Telecom,2025-06-21,Logistique,Revenu,N/A,35844.134,DEPT008,Nadia Chaabane,Ericsson Tunisie,Fournitures_Bureau,2025,6,2,2025-06,2025,Saturday,35844.134,25,172
Tunisie Telecom,2023-12-21,Logistique,Revenu,N/A,66560.437,DEPT008,Sana Ferchichi,Huawei Tunisie,Projet_Fibre_2023,2023,12,4,2023-12,2023,Thursday,66560.437,51,355
Tunisie Telecom,2024-02-22,Marketing,Revenu,N/A,46628.785,DEPT002,Nader Ben Salem,Huawei Tunisie,Campagne_4G_2023,2024,2,1,2024-02,2024,Thursday,46628.785,8,53
Tunisie Telecom,2025-11-10,Finance,Dépense,Conseil,532.678,DEPT007,Mohamed Trabelsi,Cisco_Tunisie,Matériel_Bureau,2025,11,4,2025-11,2025,Monday,-532.678,46,314
Tunisie Telecom,2023-10-05,Ressources Humaines,Dépense,Salaires,7522.536,DEPT005,Marwen Chaabane,Agence_Créative_TN,Audit_Annuel_2023,2023,10,4,2023-10,2023,Thursday,-7522.536,40,278
Tunisie Telecom,2025-03-27,Marketing,Dépense,Campagnes,15124.579,DEPT002,Aicha Mansouri,Transport_TN,Maintenance_Réseau,2025,3,1,2025-03,2025,Thursday,-15124.579,13,86
Tunisie Telecom,2023-02-11,Logistique,Dépense,Transport,23324.407,DEPT008,Amel Ben Ali,Fournisseur_Câbles_TN,Formation_Management,2023,2,1,2023-02,2023,Saturday,-23324.407,6,42
Tunisie Telecom,2025-06-26,Logistique,Dépense,Emballage,11876.049,DEPT008,Ali Ben Salem,Carton_Tunisie,Formation_Management,2025,6,2,2025-06,2025,Thursday,-11876.049,26,177
Tunisie Telecom,2024-04-04,IT,Dépense,Logiciels,23874.249,DEPT006,Marwen Hammami,Total_Tunisie,Service_Bancaire_2023,2024,4,2,2024-04,2024,Thursday,-23874.249,14,95
Tunisie Telecom,2023-10-04,R&D,Dépense,Brevets,17761.412,DEPT004,Salma Gharbi,Agence_Créative_TN,Fournitures_Bureau,2023,10,4,2023-10,2023,Wednesday,-17761.412,40,277
Tunisie Telecom,2025-08-28,Finance,Dépense,Fournitures,8529.082,DEPT007,Omar Nciri,SOTRAME,Partenariat_Recherche,2025,8,3,2025-08,2025,Thursday,-8529.082,35,240
Tunisie Telecom,2025-10-31,Finance,Revenu,N/A,45726.932,DEPT007,Aicha Ben Ali,La Poste Tunisienne,Service_Bancaire_2023,2025,10,4,2025-10,2025,Friday,45726.932,44,304
Tunisie Telecom,2024-10-08,R&D,Revenu,N/A,77113.933,DEPT004,Rania Nciri,Tunisair,Services_Financiers,2024,10,4,2024-10,2024,Tuesday,77113.933,41,282
Tunisie Telecom,2024-11-21,Ressources Humaines,Dépense,Formation,20961.248,DEPT005,Zied Saidi,Helpdesk_TN,Conseil_Stratégique,2024,11,4,2024-11,2024,Thursday,-20961.248,47,326
Tunisie Telecom,2025-05-08,Ventes,Dépense,Formation,3604.324,DEPT001,Khaled Ben Salem,Carton_Tunisie,Maintenance_Véhicules,2025,5,2,2025-05,2025,Thursday,-3604.324,19,128
Tunisie Telecom,2025-04-06,Finance,Dépense,Conseil,18637.368,DEPT007,Wael Hammami,Agence_Créative_TN,Logistique_Courrier,2025,4,2,2025-04,2025,Sunday,-18637.368,14,96
Tunisie Telecom,2025-06-04,Finance,Revenu,N/A,29233.029,DEPT007,Wael Guesmi,BIAT,Matériel_Emballage,2025,6,2,2025-06,2025,Wednesday,29233.029,23,155
Tunisie Telecom,2025-01-04,Ressources Humaines,Revenu,N/A,18358.297,DEPT005,Marwen Kchaou,Tunisair,Création_Graphique,2025,1,1,2025-01,2025,Saturday,18358.297,1,4
Tunisie Telecom,2024-11-18,Ventes,Dépense,Matériel,14761.468,DEPT001,Slim Gharbi,Microsoft_Tunisie,Déploiement_Réseau,2024,11,4,2024-11,2024,Monday,-14761.468,47,323
Tunisie Telecom,2025-10-26,Logistique,Dépense,Transport,9311.814,DEPT008,Faten Trabelsi,Microsoft_Tunisie,Support_Technique,2025,10,4,2025-10,2025,Sunday,-9311.814,43,299
